Market Cap,Price,Volume,Date
0.0,2.83162,90622.0,2015-08-07
80339475.0,1.33075,368070.0,2015-08-08
41556309.21112176,0.6875857090838133,400464.0745435489,2015-08-10
64539006.306272194,1.067378879429946,1518998.2053373822,2015-08-11
76013261.05415402,1.256613175101658,2073893.3450314845,2015-08-12
110468836.22388984,1.825395446319752,4380142.704000345,2015-08-13
110555313.2602532,1.825974891355639,4355618.378552116,2015-08-14
101215246.3781064,1.670949668937766,2519633.270818144,2015-08-15
89480939.24025029,1.476607254205028,3032657.656405736,2015-08-16
87313387.94547918,1.20387143115441,1880092.2147175823,2015-08-17
92957858.0620156,1.281393051659975,1696013.472335737,2015-08-18
90920695.86547752,1.252738651679077,1537200.8409894055,2015-08-19
107749185.84108424,1.484195074171873,2967730.5022106003,2015-08-20
102131022.8278611,1.40631477379752,1742881.8081502889,2015-08-21
100308763.78229792,1.380721536476638,914588.6539745613,2015-08-22
98488001.44464436,1.355182100454404,1610695.872750647,2015-08-23
90625948.31797116,1.24657168269902,696476.5553267623,2015-08-24
84423109.08066371,1.160828327907264,1053169.3862050483,2015-08-25
81454879.46968535,1.119639156482987,1151700.041593045,2015-08-26
82504022.8230964,1.133690694008804,681460.2394411361,2015-08-27
86549490.63266213,1.188895698722608,715178.7899308845,2015-08-28
85515599.87435573,1.174343905252208,607200.891453558,2015-08-29
96321049.6917207,1.322350879918967,1045589.321256734,2015-08-30
98608290.53954794,1.353368417391325,1197102.0492865555,2015-08-31
98446826.49425755,1.350786688734447,610368.2430900692,2015-09-01
93224371.25915022,1.278810765308764,629746.119316548,2015-09-02
92075482.6329798,1.262770719520856,583923.7452450913,2015-09-03
92596631.55333725,1.269520099878085,333502.66115673864,2015-09-04
97402782.61913484,1.334976229386974,350815.4668948872,2015-09-05
94801706.70501994,1.29888313413515,317470.0943419727,2015-09-06
91718481.31789044,1.256223439965584,487005.2028033498,2015-09-07
90274690.39947064,1.236033260936938,419148.8018252036,2015-09-08
88150718.66876175,1.206529945086729,367774.3318949896,2015-09-09
85308945.82326,1.167234841402144,639527.9174929534,2015-09-10
71394234.94958797,0.976509092691504,1901710.694902119,2015-09-11
75931677.01254052,1.038203585306107,800623.2998453851,2015-09-12
68673818.80135794,0.9386521502557872,658895.1959938455,2015-09-13
63965969.21105757,0.87402296242848,739213.7259180878,2015-09-14
