Market Cap,Price,Volume,Date
1317938663.715428,0.0249162673896645,96898960.97529562,2018-07-27
1321200021.3391511,0.0249779249317363,43032415.08667307,2018-07-28
1357667230.0234077,0.0256673551363029,17920358.67235763,2018-07-29
1394918123.719547,0.0263716012847697,23546782.783747043,2018-07-30
1339961802.8419468,0.025332625478507,27437287.22161017,2018-07-31
1231592634.4587526,0.0232838539760311,34723954.01075042,2018-08-01
1061027279.640724,0.020059233509948,30769837.827622864,2018-08-02
924200753.8664268,0.0174724619127173,22597732.415081643,2018-08-03
809222512.0334016,0.0152987426825455,46681118.87848731,2018-08-04
705642669.9467865,0.0133405157083602,25566740.352108754,2018-08-05
743107552.7798704,0.0140488074248806,19753155.306493487,2018-08-06
708043964.4242743,0.0133859133409888,16584095.932302335,2018-08-07
681745344.2365725,0.0128887252163695,17481486.218625534,2018-08-08
573286089.028712,0.0108382505789349,20289367.88477604,2018-08-09
614494076.9442939,0.0116173075060609,28101168.57535608,2018-08-10
513344969.2380487,0.0097050347400963,35445681.84125796,2018-08-11
480677884.236927,0.0090874477103371,12897115.830883311,2018-08-12
484351106.0231613,0.0091568917434526,8908647.886996776,2018-08-13
380584181.686464,0.0071951278889137,16157913.794806436,2018-08-14
406931515.0469375,0.0076932369596071,24699453.16989497,2018-08-15
418918451.7729724,0.0079039099133743,22273073.663321465,2018-08-16
594509553.4070036,0.0112394904301839,55073947.796438426,2018-08-17
791819149.8284956,0.0149715778279848,104835669.1392659,2018-08-18
673894682.1526117,0.0127397623479487,53087229.43688762,2018-08-19
756929228.7855802,0.0143101128897045,40172643.63791085,2018-08-20
704043135.292346,0.0133102757326721,38722239.51145625,2018-08-21
819513524.2537291,0.0154932992421574,52672634.2532172,2018-08-22
731400286.9496061,0.0138269765270771,65408868.52929903,2018-08-23
777805597.7839797,0.0147044148597441,32606809.19178945,2018-08-24
767814478.7085955,0.0145159038002773,19888929.868103504,2018-08-25
815305584.297623,0.015412980328837,24953188.353791516,2018-08-26
800255359.8135464,0.01525678239644,20656010.574389197,2018-08-27
954640097.2029588,0.017990563159297,58073451.07539775,2018-08-28
955868264.2283168,0.018066282663588,45187492.39415719,2018-08-29
900146915.4007385,0.0170144881229647,36040970.16729415,2018-08-30
905384351.2111162,0.0171167287266603,27097942.825192496,2018-08-31
902013233.2892824,0.0170517754399498,29352531.754525736,2018-09-01
964880102.599638,0.0182415246606124,28667061.45403659,2018-09-02
942099001.2908988,0.0178913807529636,21684111.122028533,2018-09-03
997735964.996988,0.0187427935514334,30140878.572472557,2018-09-04
1027192101.5700116,0.0194195631161756,37094553.94492532,2018-09-05
859161603.0475682,0.0162281825964752,46538209.90708851,2018-09-06
852853601.2759887,0.0161264322230147,37705752.38175444,2018-09-07
822197071.241206,0.0155412143816426,27099924.50848609,2018-09-08
772435533.320144,0.0145919777908008,18597181.11187098,2018-09-09
764929255.9554852,0.0144613572697183,18136970.987529915,2018-09-10
748475697.991246,0.0141502948044951,22130878.02976008,2018-09-11
691720315.2764648,0.0130773068647244,18283688.000820123,2018-09-12
730316898.914744,0.0138065529564891,27062305.14585239,2018-09-13
780710933.3087891,0.0140783458098656,27954052.039700847,2018-09-14
777260505.7446344,0.0139356188232525,16712688.133838894,2018-09-15
792716442.9862646,0.0142747691434395,14966423.268543918,2018-09-16
784632120.9183536,0.0141490555089329,10305374.880220143,2018-09-17
702620199.1116871,0.0126697247552195,20388061.917657062,2018-09-18
719059229.0251005,0.0129575850857883,17367665.671641763,2018-09-19
720180449.6836582,0.01298681622554,18693159.86449623,2018-09-20
753889113.8561808,0.0135946753072594,18992252.327197205,2018-09-21
854989576.9381007,0.0154177921871172,48184532.04038724,2018-09-22
761907747.3954716,0.0137392731232657,15900555.01826124,2018-09-23
785523619.0947565,0.0141519953637305,14133028.683290718,2018-09-24
726441755.8201445,0.0131006328679424,18955829.67310373,2018-09-25
711557666.6209434,0.0128313239471292,19751955.03742672,2018-09-26
700667050.1852585,0.0125357725213226,16897954.6959521,2018-09-27
727575132.2558699,0.0131203754676623,17538781.478942834,2018-09-28
724930478.7919928,0.0130697614308596,15860160.88931924,2018-09-29
717620400.256629,0.0129236155630645,14368756.37364248,2018-09-30
715119983.8496273,0.012898224167079,14663453.2609448,2018-10-01
710385417.5865825,0.0128166562099282,12362277.0093249,2018-10-02
718301925.6955237,0.0129519385669509,17565649.92328179,2018-10-03
708756268.0885696,0.0127677704686636,12517642.072993096,2018-10-04
715966951.3963964,0.0129108353683155,10509849.949931407,2018-10-05
729149141.2937818,0.0131511070690445,7151120.688851512,2018-10-06
730777436.6230441,0.0131779087801722,4606099.388512692,2018-10-07
726392124.0543451,0.0130988296432056,4281799.818837104,2018-10-08
765806169.4591767,0.0138089943544723,11122536.17724891,2018-10-09
757768506.1638563,0.0136715175679896,8392157.598827856,2018-10-10
741808946.3844479,0.0133504180507446,11381631.86606584,2018-10-11
626799441.243751,0.0112575055761663,15840626.46062396,2018-10-12
644719482.9803362,0.0116221091317537,10131973.957138592,2018-10-13
641421529.2242675,0.0115677130673454,6611807.105231172,2018-10-14
636075561.1112083,0.0114621213498408,7692598.922033025,2018-10-15
663205693.1559037,0.0119802288534056,17693521.516252257,2018-10-16
669605231.994485,0.0120772506291463,9038751.37517812,2018-10-17
663893856.6858721,0.0119718155551592,9407641.597999685,2018-10-18
651761077.7125293,0.0117530284846394,7467493.80359605,2018-10-19
641685444.9835986,0.0115709672154191,7596933.1167821875,2018-10-20
645179106.2795677,0.0116351383477668,15866940.413926495,2018-10-21
